 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjja_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do all PDF members.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale1
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] No request for Ecms, using default as defined in grid.
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
     3  6000.         3   3.000       4.000      3071.          3.75513686517E-09  4.03467185779E-09  3.66573636649E-09    1.07444   0.90856
     4  6000.         4   4.000       5.000      2850.          4.07148810187E-09  4.08620703841E-09  3.68609988242E-09    1.00362   0.90208
     5  6000.         5   5.000       6.000      2666.          4.36055992856E-09  4.16865952406E-09  3.73344467604E-09    0.95599   0.89560
     6  6000.         6   6.000       7.000      2511.          4.60627995440E-09  4.23326257134E-09  3.65796121364E-09    0.91902   0.86410
     7  6000.         7   7.000       8.000      2380.          4.82325446938E-09  4.35414166594E-09  3.82092533733E-09    0.90274   0.87754
     8  6000.         8   8.000       9.000      2268.          5.01772478877E-09  4.31413314111E-09  3.63630981852E-09    0.85978   0.84288
     9  6000.         9   9.000       10.00      2172.          5.21388223095E-09  4.25619713785E-09  3.65310894666E-09    0.81632   0.85830
    10  1.200e+04    10   10.00       12.00      2042.          5.45249532266E-09  4.42628680425E-09  3.72552946991E-09    0.81179   0.84168
    11  1.200e+04    11   12.00       14.00      1901.          5.75804045712E-09  4.49078160878E-09  3.69886778467E-09    0.77991   0.82366
    12  1.200e+04    12   14.00       16.00      1788.          6.00704556294E-09  4.38369851297E-09  3.34056538633E-09    0.72976   0.76204
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 3
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3635.          5.04824984157E-09  6.06900878774E-09  5.87653719589E-09    1.20220   0.96829
     2  6000.         2   2.000       3.000      3356.          4.70708491221E-09  5.24455685992E-09  4.93943573837E-09    1.11418   0.94182
     3  6000.         3   3.000       4.000      3088.          5.00218243927E-09  5.25311248047E-09  4.78536662089E-09    1.05016   0.91096
     4  6000.         4   4.000       5.000      2865.          5.33477546372E-09  5.26747036786E-09  4.74576750765E-09    0.98738   0.90096
     5  6000.         5   5.000       6.000      2679.          5.65712130173E-09  5.35248391419E-09  4.85266654683E-09    0.94615   0.90662
     6  6000.         6   6.000       7.000      2524.          5.92980020319E-09  5.39836719165E-09  4.67383521653E-09    0.91038   0.86579
     7  6000.         7   7.000       8.000      2391.          6.17639207949E-09  5.52045467988E-09  4.89016436734E-09    0.89380   0.88583
     8  6000.         8   8.000       9.000      2279.          6.40164752449E-09  5.46887362033E-09  4.67571854836E-09    0.85429   0.85497
     9  6000.         9   9.000       10.00      2182.          6.62869301001E-09  5.43699322353E-09  4.70831643771E-09    0.82022   0.86598
    10  1.200e+04    10   10.00       12.00      2052.          6.90453860024E-09  5.59701627956E-09  4.77708117597E-09    0.81063   0.85350
    11  1.200e+04    11   12.00       14.00      1910.          7.26448372206E-09  5.68434085561E-09  4.71488498468E-09    0.78248   0.82945
    12  1.200e+04    12   14.00       16.00      1797.          7.54899816746E-09  5.58234749469E-09  4.30917425955E-09    0.73948   0.77193
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 4
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3622.          4.48103402963E-09  5.13444029546E-09  4.82538776806E-09    1.14582   0.93981
     2  6000.         2   2.000       3.000      3345.          4.10843325157E-09  4.42577721158E-09  4.03045611392E-09    1.07724   0.91068
     3  6000.         3   3.000       4.000      3079.          4.31896455353E-09  4.46790176875E-09  4.06504168662E-09    1.03448   0.90983
     4  6000.         4   4.000       5.000      2857.          4.57927428585E-09  4.45208059167E-09  4.03260750135E-09    0.97222   0.90578
     5  6000.         5   5.000       6.000      2673.          4.82800161611E-09  4.52794010721E-09  4.08097756476E-09    0.93785   0.90129
     6  6000.         6   6.000       7.000      2517.          5.04253991936E-09  4.54338596795E-09  4.03523123132E-09    0.90101   0.88816
     7  6000.         7   7.000       8.000      2385.          5.25120396017E-09  4.67972811829E-09  4.09189299703E-09    0.89117   0.87439
     8  6000.         8   8.000       9.000      2273.          5.43712943323E-09  4.61690613659E-09  3.97839259884E-09    0.84914   0.86170
     9  6000.         9   9.000       10.00      2176.          5.62150100317E-09  4.55001023248E-09  3.82449828161E-09    0.80939   0.84055
    10  1.200e+04    10   10.00       12.00      2047.          5.84071834963E-09  4.74161216211E-09  4.10537026937E-09    0.81182   0.86582
    11  1.200e+04    11   12.00       14.00      1905.          6.12778972790E-09  4.74832624961E-09  4.09305623382E-09    0.77488   0.86200
    12  1.200e+04    12   14.00       16.00      1792.          6.34356862757E-09  4.71233881858E-09  3.80012571420E-09    0.74285   0.80642
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 5
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3610.          3.65319904968E-09  4.48884442033E-09  4.33363204194E-09    1.22874   0.96542
     2  6000.         2   2.000       3.000      3336.          3.50454369712E-09  3.95749758158E-09  3.71816480133E-09    1.12925   0.93952
     3  6000.         3   3.000       4.000      3072.          3.78640249634E-09  4.01039176598E-09  3.63872229595E-09    1.05916   0.90732
     4  6000.         4   4.000       5.000      2851.          4.07935721191E-09  4.04895305754E-09  3.64427732969E-09    0.99255   0.90005
     5  6000.         5   5.000       6.000      2667.          4.34897400319E-09  4.12388688038E-09  3.71288418981E-09    0.94824   0.90034
     6  6000.         6   6.000       7.000      2512.          4.57928262968E-09  4.17622995932E-09  3.62836969007E-09    0.91198   0.86881
     7  6000.         7   7.000       8.000      2380.          4.78468725549E-09  4.28773110321E-09  3.76963503610E-09    0.89614   0.87917
     8  6000.         8   8.000       9.000      2269.          4.96806793870E-09  4.23762383789E-09  3.60711701285E-09    0.85297   0.85121
     9  6000.         9   9.000       10.00      2173.          5.15370506357E-09  4.19327107834E-09  3.58315055761E-09    0.81364   0.85450
    10  1.200e+04    10   10.00       12.00      2043.          5.37860409297E-09  4.34612181632E-09  3.67497477836E-09    0.80804   0.84558
    11  1.200e+04    11   12.00       14.00      1902.          5.66779745831E-09  4.39081209403E-09  3.63543164531E-09    0.77469   0.82796
    12  1.200e+04    12   14.00       16.00      1789.          5.89717456185E-09  4.31306934955E-09  3.31632919521E-09    0.73138   0.76890
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 6
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3617.          3.81066710010E-09  4.80068306997E-09  4.65824055071E-09    1.25980   0.97033
     2  6000.         2   2.000       3.000      3342.          3.71805522637E-09  4.26704006812E-09  4.02209030688E-09    1.14765   0.94259
     3  6000.         3   3.000       4.000      3076.          4.05980319379E-09  4.35076348018E-09  3.95415096645E-09    1.07167   0.90884
     4  6000.         4   4.000       5.000      2855.          4.40171705873E-09  4.40960808237E-09  3.97356090406E-09    1.00179   0.90111
     5  6000.         5   5.000       6.000      2670.          4.71530533377E-09  4.50668380294E-09  4.05312794118E-09    0.95576   0.89936
     6  6000.         6   6.000       7.000      2515.          4.97960080683E-09  4.57166645986E-09  3.95568977758E-09    0.91808   0.86526
     7  6000.         7   7.000       8.000      2383.          5.21566667782E-09  4.70560256950E-09  4.13530906055E-09    0.90221   0.87881
     8  6000.         8   8.000       9.000      2271.          5.42618948060E-09  4.66239398510E-09  3.95406559158E-09    0.85924   0.84808
     9  6000.         9   9.000       10.00      2175.          5.63678272645E-09  4.61574807357E-09  3.96150111920E-09    0.81886   0.85826
    10  1.200e+04    10   10.00       12.00      2045.          5.89378075131E-09  4.79356291755E-09  4.05728610362E-09    0.81333   0.84640
    11  1.200e+04    11   12.00       14.00      1904.          6.22277891652E-09  4.86127890334E-09  4.01859363260E-09    0.78121   0.82665
    12  1.200e+04    12   14.00       16.00      1791.          6.48723690214E-09  4.76914748773E-09  3.65325002591E-09    0.73516   0.76602
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 7
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3605.          3.63138599585E-09  4.59519950510E-09  4.48090108959E-09    1.26541   0.97513
     2  6000.         2   2.000       3.000      3333.          3.57730719101E-09  4.11566800775E-09  3.88715262225E-09    1.15049   0.94448
     3  6000.         3   3.000       4.000      3071.          3.92666536849E-09  4.20298311600E-09  3.79539731847E-09    1.07037   0.90302
     4  6000.         4   4.000       5.000      2850.          4.26989444420E-09  4.27660208223E-09  3.86331982087E-09    1.00157   0.90336
     5  6000.         5   5.000       6.000      2667.          4.58239287210E-09  4.37496210489E-09  3.91769734917E-09    0.95473   0.89548
     6  6000.         6   6.000       7.000      2513.          4.84669975077E-09  4.45610690632E-09  3.85468133628E-09    0.91941   0.86503
     7  6000.         7   7.000       8.000      2381.          5.08024886348E-09  4.58415487734E-09  4.05579361816E-09    0.90235   0.88474
     8  6000.         8   8.000       9.000      2269.          5.28725635549E-09  4.53924029848E-09  3.83609951383E-09    0.85852   0.84510
     9  6000.         9   9.000       10.00      2174.          5.49638857579E-09  4.50167200203E-09  3.90967864502E-09    0.81902   0.86849
    10  1.200e+04    10   10.00       12.00      2044.          5.75251039056E-09  4.67443304091E-09  3.94426014856E-09    0.81259   0.84379
    11  1.200e+04    11   12.00       14.00      1903.          6.07837939792E-09  4.73459359147E-09  3.90030567925E-09    0.77892   0.82379
    12  1.200e+04    12   14.00       16.00      1790.          6.34156087822E-09  4.66296896410E-09  3.54814551262E-09    0.73530   0.76092
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 8
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3633.          4.84141017596E-09  5.74332281926E-09  5.54351824942E-09    1.18629   0.96521
     2  6000.         2   2.000       3.000      3352.          4.44081226506E-09  4.91277692092E-09  4.65702964068E-09    1.10628   0.94794
     3  6000.         3   3.000       4.000      3083.          4.67367400394E-09  4.87629556048E-09  4.42890857686E-09    1.04335   0.90825
     4  6000.         4   4.000       5.000      2860.          4.95887283448E-09  4.87646121990E-09  4.36741692410E-09    0.98338   0.89561
     5  6000.         5   5.000       6.000      2674.          5.23983143760E-09  4.94255084949E-09  4.47761010399E-09    0.94327   0.90593
     6  6000.         6   6.000       7.000      2519.          5.48316050619E-09  4.97896595674E-09  4.32406752476E-09    0.90805   0.86847
     7  6000.         7   7.000       8.000      2387.          5.70129873585E-09  5.07836181883E-09  4.49326727527E-09    0.89074   0.88479
     8  6000.         8   8.000       9.000      2274.          5.89925781519E-09  5.01908381029E-09  4.30953309737E-09    0.85080   0.85863
     9  6000.         9   9.000       10.00      2177.          6.10616270454E-09  4.99853689268E-09  4.33420134274E-09    0.81861   0.86709
    10  1.200e+04    10   10.00       12.00      2047.          6.35806239866E-09  5.12578680390E-09  4.34635098577E-09    0.80619   0.84794
    11  1.200e+04    11   12.00       14.00      1906.          6.68696031074E-09  5.21097805814E-09  4.30010083666E-09    0.77927   0.82520
    12  1.200e+04    12   14.00       16.00      1793.          6.95495313015E-09  5.11615556303E-09  3.95099067190E-09    0.73561   0.77226
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 9
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3588.          2.58569253880E-09  3.69832409709E-09  3.66524266594E-09    1.43030   0.99106
     2  6000.         2   2.000       3.000      3324.          2.85329443275E-09  3.50691455777E-09  3.32908055319E-09    1.22908   0.94929
     3  6000.         3   3.000       4.000      3065.          3.32254378948E-09  3.70992144692E-09  3.36124345469E-09    1.11659   0.90601
     4  6000.         4   4.000       5.000      2846.          3.72989195198E-09  3.84615893495E-09  3.46622107050E-09    1.03117   0.90122
     5  6000.         5   5.000       6.000      2664.          4.08545788675E-09  3.98126468613E-09  3.55656471191E-09    0.97450   0.89333
     6  6000.         6   6.000       7.000      2510.          4.37738440135E-09  4.08383351768E-09  3.47443008919E-09    0.93294   0.85078
     7  6000.         7   7.000       8.000      2380.          4.63065399752E-09  4.23823389820E-09  3.69711584584E-09    0.91526   0.87232
     8  6000.         8   8.000       9.000      2268.          4.85696116881E-09  4.22706875350E-09  3.53738209230E-09    0.87031   0.83684
     9  6000.         9   9.000       10.00      2173.          5.07527511411E-09  4.17991599320E-09  3.57575936090E-09    0.82358   0.85546
    10  1.200e+04    10   10.00       12.00      2043.          5.34257887469E-09  4.37626554694E-09  3.66668058418E-09    0.81913   0.83786
    11  1.200e+04    11   12.00       14.00      1902.          5.67969669381E-09  4.46913714913E-09  3.64606004185E-09    0.78686   0.81583
    12  1.200e+04    12   14.00       16.00      1790.          5.95130644204E-09  4.36241845484E-09  3.27389192789E-09    0.73302   0.75048
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 10
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3631.          4.59270114005E-09  5.45202085649E-09  5.28212758639E-09    1.18711   0.96884
     2  6000.         2   2.000       3.000      3351.          4.19188207941E-09  4.63571302957E-09  4.38754197298E-09    1.10588   0.94647
     3  6000.         3   3.000       4.000      3082.          4.39529236259E-09  4.59036291383E-09  4.18927231362E-09    1.04438   0.91262
     4  6000.         4   4.000       5.000      2859.          4.65203747855E-09  4.57213118682E-09  4.11082231167E-09    0.98282   0.89910
     5  6000.         5   5.000       6.000      2673.          4.90621146657E-09  4.62241433971E-09  4.17003150407E-09    0.94216   0.90213
     6  6000.         6   6.000       7.000      2517.          5.12603358412E-09  4.65198413796E-09  4.04907137966E-09    0.90752   0.87040
     7  6000.         7   7.000       8.000      2385.          5.32586678929E-09  4.74993047930E-09  4.20034288680E-09    0.89186   0.88430
     8  6000.         8   8.000       9.000      2273.          5.50758031788E-09  4.68944813069E-09  4.00226314663E-09    0.85145   0.85346
     9  6000.         9   9.000       10.00      2176.          5.69590483985E-09  4.63811857320E-09  4.00979920316E-09    0.81429   0.86453
    10  1.200e+04    10   10.00       12.00      2046.          5.92507346467E-09  4.78333009186E-09  4.06712079419E-09    0.80730   0.85027
    11  1.200e+04    11   12.00       14.00      1904.          6.22461758063E-09  4.84254614646E-09  4.01138380961E-09    0.77797   0.82836
    12  1.200e+04    12   14.00       16.00      1791.          6.46823467298E-09  4.73675080210E-09  3.64350944350E-09    0.73231   0.76920
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 11
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3636.          5.34073527870E-09  5.96087669239E-09  5.59909532392E-09    1.11612   0.93931
     2  6000.         2   2.000       3.000      3356.          4.72681878601E-09  4.98333313634E-09  4.48351013127E-09    1.05427   0.89970
     3  6000.         3   3.000       4.000      3087.          4.84271930278E-09  4.96468236710E-09  4.58783081479E-09    1.02518   0.92409
     4  6000.         4   4.000       5.000      2863.          5.04879067494E-09  4.85176914633E-09  4.44612321150E-09    0.96098   0.91639
     5  6000.         5   5.000       6.000      2678.          5.26036042088E-09  4.90116750260E-09  4.42996855857E-09    0.93172   0.90386
     6  6000.         6   6.000       7.000      2521.          5.43427981586E-09  4.83307676848E-09  4.38343839114E-09    0.88937   0.90697
     7  6000.         7   7.000       8.000      2388.          5.63296520581E-09  5.01425206416E-09  4.34580272486E-09    0.89016   0.86669
     8  6000.         8   8.000       9.000      2276.          5.80117388844E-09  4.92086885369E-09  4.26612771337E-09    0.84825   0.86695
     9  6000.         9   9.000       10.00      2178.          5.96909996850E-09  4.75984059792E-09  4.04261611865E-09    0.79741   0.84932
    10  1.200e+04    10   10.00       12.00      2049.          6.15948495471E-09  5.00860997499E-09  4.32753125885E-09    0.81315   0.86402
    11  1.200e+04    11   12.00       14.00      1907.          6.41214282583E-09  4.95627225642E-09  4.32247006009E-09    0.77295   0.87212
    12  1.200e+04    12   14.00       16.00      1794.          6.60768013713E-09  4.88220367566E-09  4.01751983238E-09    0.73887   0.82289
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 12
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3605.          3.36345793593E-09  4.47677224814E-09  4.40888868498E-09    1.33100   0.98484
     2  6000.         2   2.000       3.000      3335.          3.45405878020E-09  4.09299510049E-09  3.89833836054E-09    1.18498   0.95244
     3  6000.         3   3.000       4.000      3072.          3.88013848240E-09  4.22883321734E-09  3.82173857014E-09    1.08987   0.90373
     4  6000.         4   4.000       5.000      2852.          4.27354140697E-09  4.33915032996E-09  3.91324144237E-09    1.01535   0.90185
     5  6000.         5   5.000       6.000      2669.          4.62636603779E-09  4.45812105876E-09  3.99506110047E-09    0.96363   0.89613
     6  6000.         6   6.000       7.000      2514.          4.92046622436E-09  4.55765442490E-09  3.90077574153E-09    0.92626   0.85587
     7  6000.         7   7.000       8.000      2383.          5.17591250073E-09  4.69862928904E-09  4.14856702333E-09    0.90779   0.88293
     8  6000.         8   8.000       9.000      2271.          5.40412097751E-09  4.66960098049E-09  3.92147243343E-09    0.86408   0.83979
     9  6000.         9   9.000       10.00      2175.          5.63011478507E-09  4.63761752686E-09  4.02560848637E-09    0.82372   0.86803
    10  1.200e+04    10   10.00       12.00      2045.          5.90812970174E-09  4.81756118436E-09  4.05262226309E-09    0.81541   0.84122
    11  1.200e+04    11   12.00       14.00      1904.          6.26086387261E-09  4.90899929011E-09  4.00185784816E-09    0.78408   0.81521
    12  1.200e+04    12   14.00       16.00      1792.          6.54699849318E-09  4.81178046293E-09  3.62679876960E-09    0.73496   0.75373
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 13
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  6000.         1   1.000       2.000      3632.          5.46740844690E-09  6.05644232128E-09  5.74865492188E-09    1.10774   0.94918
     2  6000.         2   2.000       3.000      3352.          4.76447753524E-09  5.01326622284E-09  4.64680743097E-09    1.05222   0.92690
     3  6000.         3   3.000       4.000      3083.          4.83943514332E-09  4.89512037362E-09  4.47370208952E-09    1.01151   0.91391
     4  6000.         4   4.000       5.000      2860.          5.01738383779E-09  4.79872090339E-09  4.32409264336E-09    0.95642   0.90109
     5  6000.         5   5.000       6.000      2674.          5.21150201010E-09  4.81612739527E-09  4.35645615383E-09    0.92413   0.90456
     6  6000.         6   6.000       7.000      2518.          5.38530641651E-09  4.79379690406E-09  4.26577689332E-09    0.89016   0.88985
     7  6000.         7   7.000       8.000      2386.          5.55742980800E-09  4.88946913051E-09  4.32794820262E-09    0.87981   0.88516
